City,Longitude,latitude,Population,median_age,median_income,median_house_value,total_rooms,Bedrooms,Households,ocean_proximity,max_temp,Humidity,Cloudiness,wind_speed,Description
Greenfield,-121.26,36.32,164,30,2.3,206300,146,41,40,<1H OCEAN,84.83,58,75,16.11,broken clouds
Greenfield,-121.24,36.33,1534,13,3.1222,125500,1642,418,388,<1H OCEAN,84.83,58,75,16.11,broken clouds
Greenfield,-121.24,36.34,792,33,2.6648,164600,1691,308,262,<1H OCEAN,84.83,58,75,16.11,broken clouds
King City,-121.12,36.21,1427,16,2.1107,76200,1720,473,291,<1H OCEAN,98.91,15,0,2.42,clear sky
King City,-121.13,36.21,1156,27,3.1929,137900,1476,352,358,<1H OCEAN,98.91,15,0,2.42,clear sky
King City,-121.13,36.21,1200,30,1.7548,95800,1484,414,351,<1H OCEAN,98.91,15,0,2.42,clear sky
King City,-121.13,36.21,1810,34,3.4821,113700,2504,550,547,<1H OCEAN,98.91,15,0,2.42,clear sky
King City,-121.13,36.2,1323,16,2.9559,163200,1868,443,436,<1H OCEAN,98.91,15,0,2.42,clear sky
King City,-121.02,36.24,1971,12,2.6801,100000,2198,507,502,<1H OCEAN,98.91,15,0,2.42,clear sky
King City,-121.2,36.14,2337,12,3.9647,135000,3738,710,664,<1H OCEAN,98.91,15,0,2.42,clear sky
Greenfield,-121.39,36.16,288,28,3.0526,146900,1057,249,130,NEAR OCEAN,84.83,58,75,16.11,broken clouds
King City,-121.32,35.95,479,31,3.5547,200000,372,68,67,NEAR OCEAN,98.91,15,0,2.42,clear sky
King City,-121,35.94,1479,16,3.3724,114600,3077,628,536,<1H OCEAN,98.91,15,0,2.42,clear sky
King City,-120.79,36.06,1019,29,2.4881,87500,1916,386,314,<1H OCEAN,98.91,15,0,2.42,clear sky
Coalinga,-120.51,35.91,264,39,5.3245,250000,768,162,118,INLAND,99.03,17,0,3.71,clear sky
Monterey,-121.91,36.42,382,14,3.7083,210000,1078,261,171,NEAR OCEAN,94.17,15,0,4.38,clear sky
Monterey,-121.84,36.25,590,20,2.6094,362500,958,245,189,NEAR OCEAN,94.17,15,0,4.38,clear sky
Gonzales,-121.62,36.14,411,25,3.2375,450000,726,274,214,NEAR OCEAN,96.08,63,75,4.61,broken clouds
Monterey,-121.87,36.55,3083,20,5.1506,387500,10053,1768,1621,NEAR OCEAN,94.17,15,0,4.38,clear sky
Seaside,-121.82,36.54,886,22,5.5469,378800,1746,363,364,<1H OCEAN,67.5,83,75,11.5,broken clouds
Seaside,-121.77,36.53,803,18,10.1854,426000,2321,358,341,<1H OCEAN,67.5,83,75,11.5,broken clouds
Seaside,-121.84,36.52,1312,18,6.5234,357400,3165,533,434,NEAR OCEAN,67.5,83,75,11.5,broken clouds
Monterey,-121.88,36.49,898,28,5.8142,500001,2830,458,370,NEAR OCEAN,94.17,15,0,4.38,clear sky
Monterey,-121.92,36.57,1374,42,4.174,394400,3944,738,598,NEAR OCEAN,94.17,15,0,4.38,clear sky
Monterey,-121.91,36.55,1782,39,5.7248,398800,5468,834,712,NEAR OCEAN,94.17,15,0,4.38,clear sky
Monterey,-121.92,36.54,1670,33,3.9792,468000,5323,887,740,NEAR OCEAN,94.17,15,0,4.38,clear sky
Monterey,-121.92,36.56,643,40,5.5164,369100,2124,449,341,NEAR OCEAN,94.17,15,0,4.38,clear sky
Monterey,-121.94,36.55,628,30,3.4048,487100,2722,584,384,NEAR OCEAN,94.17,15,0,4.38,clear sky
Monterey,-121.92,36.56,749,39,2.7039,364000,2144,538,419,NEAR OCEAN,94.17,15,0,4.38,clear sky
Monterey,-121.92,36.55,490,37,3.7852,465800,2190,419,300,NEAR OCEAN,94.17,15,0,4.38,clear sky
Monterey,-121.92,36.55,693,44,3.6,452800,3494,635,415,NEAR OCEAN,94.17,15,0,4.38,clear sky
Monterey,-121.92,36.55,582,52,3.275,500001,2616,483,313,NEAR OCEAN,94.17,15,0,4.38,clear sky
Pacific Grove,-121.95,36.61,497,31,6.3835,407800,1736,250,170,NEAR OCEAN,71.2,84,75,11.5,broken clouds
Pacific Grove,-121.93,36.59,622,25,5.0621,386500,2201,353,295,NEAR OCEAN,71.2,84,75,11.5,broken clouds
Pacific Grove,-121.95,36.6,793,32,7.1198,469900,3152,504,426,NEAR OCEAN,71.2,84,75,11.5,broken clouds
Pacific Grove,-121.95,36.59,1108,22,5.8505,417100,3553,530,441,NEAR OCEAN,71.2,84,75,11.5,broken clouds
Pacific Grove,-121.94,36.58,1480,23,6.777,500000,4911,693,606,NEAR OCEAN,71.2,84,75,11.5,broken clouds
Pacific Grove,-121.94,36.57,569,28,14.4113,500001,3153,409,271,NEAR OCEAN,71.2,84,75,11.5,broken clouds
Pacific Grove,-121.93,36.6,1704,33,4.0154,225700,3455,683,663,NEAR OCEAN,71.2,84,75,11.5,broken clouds
Pacific Grove,-121.92,36.61,1873,29,3.1543,253800,3735,808,757,NEAR OCEAN,71.2,84,75,11.5,broken clouds
Pacific Grove,-121.92,36.61,1229,27,3.1359,268000,3044,661,618,NEAR OCEAN,71.2,84,75,11.5,broken clouds
Pacific Grove,-121.93,36.62,406,39,4.0313,253800,869,173,165,NEAR OCEAN,71.2,84,75,11.5,broken clouds
Pacific Grove,-121.92,36.62,403,52,4.3281,236500,974,190,181,NEAR OCEAN,71.2,84,75,11.5,broken clouds
Pacific Grove,-121.92,36.62,425,52,3.7614,241700,1001,191,184,NEAR OCEAN,71.2,84,75,11.5,broken clouds
Pacific Grove,-121.92,36.62,948,47,3.0379,249300,1811,401,375,NEAR OCEAN,71.2,84,75,11.5,broken clouds
Pacific Grove,-121.91,36.62,657,52,3.2865,240100,1431,300,293,<1H OCEAN,71.2,84,75,11.5,broken clouds
Pacific Grove,-121.92,36.62,391,52,2.6713,234600,867,199,187,NEAR OCEAN,71.2,84,75,11.5,broken clouds
Pacific Grove,-121.92,36.62,578,52,2.5625,235400,1410,303,285,NEAR OCEAN,71.2,84,75,11.5,broken clouds
Pacific Grove,-121.92,36.62,313,52,3.4327,254500,728,161,142,NEAR OCEAN,71.2,84,75,11.5,broken clouds
Pacific Grove,-121.91,36.62,504,40,2.475,258300,1292,271,230,<1H OCEAN,71.2,84,75,11.5,broken clouds
Pacific Grove,-121.91,36.62,325,30,3.3333,247900,724,167,155,<1H OCEAN,71.2,84,75,11.5,broken clouds
Salinas,-121.71,36.78,944,19,5.9175,240200,2371,324,332,<1H OCEAN,72.41,69,20,14.97,few clouds
Pacific Grove,-121.92,36.62,790,52,2.5263,286400,2584,599,444,NEAR OCEAN,71.2,84,75,11.5,broken clouds
Pacific Grove,-121.91,36.62,240,52,3.5865,290000,541,157,145,<1H OCEAN,71.2,84,75,11.5,broken clouds
Pacific Grove,-121.91,36.62,488,52,3.7454,243800,1220,267,265,<1H OCEAN,71.2,84,75,11.5,broken clouds
Pacific Grove,-121.91,36.63,391,42,2.1776,279200,817,194,193,<1H OCEAN,71.2,84,75,11.5,broken clouds
Pacific Grove,-121.93,36.63,1582,28,3.5147,313900,3983,852,778,NEAR OCEAN,71.2,84,75,11.5,broken clouds
Pacific Grove,-121.93,36.63,638,33,3.1912,319800,1740,342,329,NEAR OCEAN,71.2,84,75,11.5,broken clouds
Pacific Grove,-121.92,36.63,406,40,3.4943,311100,1076,193,180,<1H OCEAN,71.2,84,75,11.5,broken clouds
Pacific Grove,-121.93,36.63,428,41,4.3571,287500,1049,198,183,NEAR OCEAN,71.2,84,75,11.5,broken clouds
Pacific Grove,-121.92,36.63,349,36,3.4167,339100,877,175,168,<1H OCEAN,71.2,84,75,11.5,broken clouds
Pacific Grove,-121.89,36.63,971,20,3.0383,217300,1834,554,514,<1H OCEAN,71.2,84,75,11.5,broken clouds
Monterey,-121.9,36.61,1574,29,2.9309,217100,3412,827,759,NEAR OCEAN,94.17,15,0,4.38,clear sky
Pacific Grove,-121.91,36.61,1519,30,3.2952,234600,2755,597,554,NEAR OCEAN,71.2,84,75,11.5,broken clouds
Pacific Grove,-121.92,36.61,831,27,4.3,226400,1619,352,344,NEAR OCEAN,71.2,84,75,11.5,broken clouds
Pacific Grove,-121.92,36.61,834,21,2.4922,243800,1242,340,362,NEAR OCEAN,71.2,84,75,11.5,broken clouds
Monterey,-121.9,36.6,804,39,2.4663,236500,1629,423,386,NEAR OCEAN,94.17,15,0,4.38,clear sky
Monterey,-121.9,36.6,1234,33,2.8727,225000,2461,649,601,NEAR OCEAN,94.17,15,0,4.38,clear sky
Monterey,-121.9,36.6,944,45,3.0625,260300,2249,412,429,NEAR OCEAN,94.17,15,0,4.38,clear sky
Monterey,-121.9,36.59,1023,42,4.6182,301000,2689,510,459,NEAR OCEAN,94.17,15,0,4.38,clear sky
Monterey,-121.91,36.59,966,31,4.6964,291300,2034,335,322,NEAR OCEAN,94.17,15,0,4.38,clear sky
Monterey,-121.91,36.6,1110,35,5.5519,329500,2605,410,406,NEAR OCEAN,94.17,15,0,4.38,clear sky
Monterey,-121.91,36.59,1678,17,6.2323,339100,5039,833,710,NEAR OCEAN,94.17,15,0,4.38,clear sky
Monterey,-121.89,36.6,337,40,2.7917,225000,626,164,150,<1H OCEAN,94.17,15,0,4.38,clear sky
Monterey,-121.89,36.6,248,19,1.2656,500000,656,200,173,<1H OCEAN,94.17,15,0,4.38,clear sky
Monterey,-121.88,36.6,760,30,2.5164,178100,1671,469,375,<1H OCEAN,94.17,15,0,4.38,clear sky
Monterey,-121.88,36.59,932,30,2.6894,179500,1822,505,496,<1H OCEAN,94.17,15,0,4.38,clear sky
Monterey,-121.89,36.59,1042,18,3.1364,150000,2700,937,744,NEAR OCEAN,94.17,15,0,4.38,clear sky
Monterey,-121.89,36.59,262,32,6.918,500001,784,112,114,NEAR OCEAN,94.17,15,0,4.38,clear sky
Monterey,-121.88,36.58,3438,29,4.0432,450000,4910,871,904,NEAR OCEAN,94.17,15,0,4.38,clear sky
Seaside,-121.86,36.58,2668,20,5.7578,347700,6332,991,955,<1H OCEAN,67.5,83,75,11.5,broken clouds
Seaside,-121.81,36.57,1027,13,6.9615,500001,3030,413,363,<1H OCEAN,67.5,83,75,11.5,broken clouds
Seaside,-121.87,36.61,688,21,4.2109,278800,1616,400,384,<1H OCEAN,67.5,83,75,11.5,broken clouds
Seaside,-121.86,36.6,762,31,3.038,195300,1044,285,301,<1H OCEAN,67.5,83,75,11.5,broken clouds
Seaside,-121.86,36.6,1985,21,2.9085,156300,3634,1011,917,<1H OCEAN,67.5,83,75,11.5,broken clouds
Seaside,-121.86,36.6,633,33,3.5568,191200,1409,307,290,<1H OCEAN,67.5,83,75,11.5,broken clouds
Seaside,-121.85,36.6,1264,21,2.5372,218000,2381,701,659,<1H OCEAN,67.5,83,75,11.5,broken clouds
Seaside,-121.85,36.59,525,42,3.3156,186300,891,203,212,<1H OCEAN,67.5,83,75,11.5,broken clouds
Seaside,-121.84,36.59,1661,34,4.3269,221300,3852,733,696,<1H OCEAN,67.5,83,75,11.5,broken clouds
Seaside,-121.83,36.61,3612,27,3.0542,142100,5665,1281,1191,<1H OCEAN,67.5,83,75,11.5,broken clouds
Seaside,-121.83,36.6,1491,30,4.3472,185000,2748,502,535,<1H OCEAN,67.5,83,75,11.5,broken clouds
Seaside,-121.84,36.61,2258,26,2.5663,128900,2902,761,719,<1H OCEAN,67.5,83,75,11.5,broken clouds
Seaside,-121.84,36.6,1616,30,3.4643,191800,2958,691,666,<1H OCEAN,67.5,83,75,11.5,broken clouds
Seaside,-121.84,36.61,2487,21,2.2007,112800,2876,802,795,<1H OCEAN,67.5,83,75,11.5,broken clouds
Simi Valley,-118.67,34.3,2440,5,7.9013,393000,6123,825,736,<1H OCEAN,97.65,52,0,5.99,clear sky
Simi Valley,-118.68,34.28,3188,5,4.7034,223000,6150,1265,1266,<1H OCEAN,97.65,52,0,5.99,clear sky
Simi Valley,-118.68,34.27,2476,16,4.0568,225200,4637,941,878,<1H OCEAN,97.65,52,0,5.99,clear sky
Simi Valley,-118.68,34.27,817,26,5.477,209100,1561,212,242,<1H OCEAN,97.65,52,0,5.99,clear sky
Simi Valley,-118.67,34.27,1390,15,3.5313,191800,3221,659,607,<1H OCEAN,97.65,52,0,5.99,clear sky
Simi Valley,-118.67,34.27,1859,10,4.9946,204600,3753,678,660,<1H OCEAN,97.65,52,0,5.99,clear sky
Calabasas,-118.65,34.27,934,23,6.0783,229200,1724,265,306,<1H OCEAN,97.05,56,0,5.01,clear sky
Simi Valley,-118.71,34.29,1203,24,6.3236,302000,2983,406,381,<1H OCEAN,97.65,52,0,5.99,clear sky
Simi Valley,-118.71,34.29,1432,21,5.2067,221200,2751,493,483,<1H OCEAN,97.65,52,0,5.99,clear sky
Simi Valley,-118.7,34.28,1837,27,4.4964,238300,3536,646,580,<1H OCEAN,97.65,52,0,5.99,clear sky
Simi Valley,-118.7,34.3,1284,23,6.1383,244100,2831,406,393,<1H OCEAN,97.65,52,0,5.99,clear sky
Simi Valley,-118.7,34.29,862,25,6.1834,229800,1678,252,268,<1H OCEAN,97.65,52,0,5.99,clear sky
Simi Valley,-118.71,34.3,978,23,6.3199,236700,1983,280,287,<1H OCEAN,97.65,52,0,5.99,clear sky
Simi Valley,-118.7,34.3,756,27,6.1825,227000,1527,220,226,<1H OCEAN,97.65,52,0,5.99,clear sky
Simi Valley,-118.71,34.3,699,20,6.5483,335000,1586,187,209,<1H OCEAN,97.65,52,0,5.99,clear sky
Simi Valley,-118.68,34.33,67,45,2.9821,325000,121,25,27,<1H OCEAN,97.65,52,0,5.99,clear sky
Simi Valley,-118.75,34.33,243,27,8.2787,330000,534,85,77,<1H OCEAN,97.65,52,0,5.99,clear sky
Simi Valley,-118.73,34.29,2526,11,7.355,343900,5451,736,752,<1H OCEAN,97.65,52,0,5.99,clear sky
Simi Valley,-118.72,34.29,1595,22,6.0368,248000,3266,529,494,<1H OCEAN,97.65,52,0,5.99,clear sky
Simi Valley,-118.73,34.29,2510,8,6.9454,276500,4983,754,725,<1H OCEAN,97.65,52,0,5.99,clear sky
West Sacramento,-121.52,38.59,3814,35,1.6647,69100,6418,1545,1496,INLAND,99.48,29,0,4.61,clear sky
Sacramento,-121.51,38.58,1372,42,1.2542,76000,1822,636,560,INLAND,100.29,33,0,5.75,clear sky
West Sacramento,-121.53,38.6,3196,25,2.7566,80200,5154,1105,1073,INLAND,99.48,29,0,4.61,clear sky
West Sacramento,-121.54,38.59,1481,29,2.0781,74800,2242,493,478,INLAND,99.48,29,0,4.61,clear sky
West Sacramento,-121.54,38.59,1304,40,2.0368,67800,2120,504,464,INLAND,99.48,29,0,4.61,clear sky
West Sacramento,-121.55,38.59,285,36,1.2292,69600,435,95,90,INLAND,99.48,29,0,4.61,clear sky
West Sacramento,-121.63,38.67,391,34,2.625,225000,431,85,77,INLAND,99.48,29,0,4.61,clear sky
West Sacramento,-121.52,38.58,508,24,1.642,32500,938,275,253,INLAND,99.48,29,0,4.61,clear sky
West Sacramento,-121.53,38.56,1103,39,2.9375,86600,2438,483,472,INLAND,99.48,29,0,4.61,clear sky
West Sacramento,-121.52,38.57,1041,43,2.89,86200,2360,471,452,INLAND,99.48,29,0,4.61,clear sky
West Sacramento,-121.54,38.58,2524,30,1.3177,74300,4648,1252,1089,INLAND,99.48,29,0,4.61,clear sky
West Sacramento,-121.56,38.58,2046,32,1.9426,82300,2070,561,523,INLAND,99.48,29,0,4.61,clear sky
West Sacramento,-121.53,38.58,2414,33,1.9728,76400,4988,1169,1075,INLAND,99.48,29,0,4.61,clear sky
West Sacramento,-121.53,38.58,732,35,2.1213,79200,1316,321,336,INLAND,99.48,29,0,4.61,clear sky
West Sacramento,-121.53,38.57,1518,34,4.0833,118500,3395,592,627,INLAND,99.48,29,0,4.61,clear sky
West Sacramento,-121.54,38.54,969,36,3.0536,73100,1672,302,337,INLAND,99.48,29,0,4.61,clear sky
West Sacramento,-121.55,38.51,1088,22,3.9,146900,2403,431,421,INLAND,99.48,29,0,4.61,clear sky
West Sacramento,-121.55,38.55,2909,10,4.106,115900,6227,1164,1077,INLAND,99.48,29,0,4.61,clear sky
West Sacramento,-121.56,38.44,653,43,3,141700,1485,270,251,INLAND,99.48,29,0,4.61,clear sky
Davis,-121.61,38.38,952,37,4.037,156900,1365,276,268,INLAND,94.05,27,0,11.5,clear sky
Davis,-121.79,38.54,4479,7,1.4653,310000,1777,513,504,INLAND,94.05,27,0,11.5,clear sky
Davis,-121.8,38.55,2258,11,4.7168,223200,5121,899,901,INLAND,94.05,27,0,11.5,clear sky
Davis,-121.78,38.55,5633,12,2.9605,204300,10509,2186,2138,INLAND,94.05,27,0,11.5,clear sky
Davis,-121.76,38.57,7984,11,3.1371,201800,15018,3008,2962,INLAND,94.05,27,0,11.5,clear sky
Davis,-121.81,38.58,808,17,5.9629,286000,1964,314,286,INLAND,94.05,27,0,11.5,clear sky
Davis,-121.7,38.6,1400,16,2.8922,153600,2372,588,583,INLAND,94.05,27,0,11.5,clear sky
Davis,-121.67,38.54,2553,13,4.2432,326500,6141,1019,967,INLAND,94.05,27,0,11.5,clear sky
Davis,-121.74,38.56,2248,18,1.7257,179100,3960,1151,1144,INLAND,94.05,27,0,11.5,clear sky
Davis,-121.74,38.55,1300,34,1.6435,148500,2299,579,536,INLAND,94.05,27,0,11.5,clear sky
Davis,-121.73,38.55,1224,34,2.7917,130800,1717,393,387,INLAND,94.05,27,0,11.5,clear sky
Davis,-121.73,38.54,521,18,1.0633,137500,974,317,317,INLAND,94.05,27,0,11.5,clear sky
Davis,-121.73,38.56,1623,30,2.8614,145200,3306,629,648,INLAND,94.05,27,0,11.5,clear sky
Davis,-121.71,38.56,4071,20,4.2198,164100,8627,1516,1466,INLAND,94.05,27,0,11.5,clear sky
Davis,-121.72,38.54,1386,16,3.1908,194300,2790,624,636,INLAND,94.05,27,0,11.5,clear sky
Davis,-121.7,38.54,2828,13,4.6225,226500,6819,1158,1115,INLAND,94.05,27,0,11.5,clear sky
Davis,-121.75,38.55,979,33,4.7308,236200,2479,382,377,INLAND,94.05,27,0,11.5,clear sky
Davis,-121.74,38.55,3717,33,1.7311,182600,6861,1820,1767,INLAND,94.05,27,0,11.5,clear sky
Davis,-121.76,38.55,6330,23,2.065,219400,8800,1857,1832,INLAND,94.05,27,0,11.5,clear sky
Davis,-121.75,38.55,2199,26,3.7452,227700,4802,950,939,INLAND,94.05,27,0,11.5,clear sky
Woodland,-121.77,38.69,775,47,3.4559,123100,1697,318,276,INLAND,97.72,28,0,3.44,clear sky
Woodland,-121.77,38.68,1820,43,2.1927,107900,2559,598,591,INLAND,97.72,28,0,3.44,clear sky
Woodland,-121.76,38.68,701,38,1.3942,69400,674,178,189,INLAND,97.72,28,0,3.44,clear sky
Woodland,-121.8,38.69,2118,8,3.7477,122200,3544,691,678,INLAND,97.72,28,0,3.44,clear sky
Woodland,-121.79,38.69,1061,23,2.8864,103100,1755,321,313,INLAND,97.72,28,0,3.44,clear sky
Woodland,-121.78,38.69,1579,31,2.6774,95800,2547,535,509,INLAND,97.72,28,0,3.44,clear sky
Woodland,-121.8,38.68,1847,11,3.4331,120600,3851,892,747,INLAND,97.72,28,0,3.44,clear sky
Woodland,-121.79,38.68,2225,24,2.8068,95300,3794,848,864,INLAND,97.72,28,0,3.44,clear sky
Woodland,-121.78,38.68,1659,39,1.9787,97800,2806,662,638,INLAND,97.72,28,0,3.44,clear sky
Woodland,-121.8,38.67,1700,11,3.1875,172000,3251,623,615,INLAND,97.72,28,0,3.44,clear sky
Woodland,-121.79,38.67,1876,17,1.951,152500,2875,810,749,INLAND,97.72,28,0,3.44,clear sky
Woodland,-121.78,38.68,1855,43,2.3468,119400,3766,847,817,INLAND,97.72,28,0,3.44,clear sky
Woodland,-121.8,38.67,1073,10,4.5526,154400,2086,380,378,INLAND,97.72,28,0,3.44,clear sky
Woodland,-121.79,38.67,981,30,4.7222,167200,2602,401,405,INLAND,97.72,28,0,3.44,clear sky
Woodland,-121.78,38.67,1123,38,4.0556,146900,2948,478,460,INLAND,97.72,28,0,3.44,clear sky
Woodland,-121.77,38.67,1548,42,2.2794,108900,2670,518,534,INLAND,97.72,28,0,3.44,clear sky
Woodland,-121.77,38.67,1415,45,2.8351,107200,2438,462,510,INLAND,97.72,28,0,3.44,clear sky
Woodland,-121.75,38.67,6837,9,3.125,132500,12139,2640,2358,INLAND,97.72,28,0,3.44,clear sky
Woodland,-121.71,38.72,550,32,2.8882,151400,710,155,154,INLAND,97.72,28,0,3.44,clear sky
Woodland,-121.7,38.65,808,22,2.4167,225000,1360,282,229,INLAND,97.72,28,0,3.44,clear sky
Woodland,-121.84,38.65,1554,29,4.3487,200700,3167,548,534,INLAND,97.72,28,0,3.44,clear sky
Woodland,-121.79,38.66,3060,15,5.3064,165000,6809,1052,1060,INLAND,97.72,28,0,3.44,clear sky
Woodland,-121.78,38.66,1907,18,4.8226,139900,4224,632,641,INLAND,97.72,28,0,3.44,clear sky
Woodland,-121.76,38.66,2866,17,4.1997,133400,5320,984,928,INLAND,97.72,28,0,3.44,clear sky
Dixon,-121.96,38.54,894,6,3.2222,139600,1485,318,308,INLAND,98.71,35,0,3.44,clear sky
Vacaville,-121.99,38.53,2561,6,3.4186,127300,4598,834,812,INLAND,98.28,36,0,17.27,clear sky
Vacaville,-121.98,38.52,1583,27,2.7989,126700,3044,565,514,INLAND,98.28,36,0,17.27,clear sky
Vacaville,-122.05,38.56,457,20,5.679,225000,1005,168,157,INLAND,98.28,36,0,17.27,clear sky
Dixon,-121.92,38.57,898,10,1.9327,193800,1320,246,228,INLAND,98.71,35,0,3.44,clear sky
Woodland,-121.9,38.72,259,38,3.75,187500,575,107,109,INLAND,97.72,28,0,3.44,clear sky
Woodland,-122,38.83,194,26,3.4187,98400,272,49,52,INLAND,97.72,28,0,3.44,clear sky
Woodland,-121.94,38.89,774,15,2.5478,91700,1462,314,271,INLAND,97.72,28,0,3.44,clear sky
Woodland,-121.81,38.84,238,37,2.8542,275000,352,65,67,INLAND,97.72,28,0,3.44,clear sky
Woodland,-121.72,38.8,567,36,1.9559,78400,1069,228,190,INLAND,97.72,28,0,3.44,clear sky
Woodland,-121.77,38.76,1145,32,2.8365,87900,1950,385,363,INLAND,97.72,28,0,3.44,clear sky
Clearlake,-122.21,38.83,459,20,3.1534,123400,1138,221,209,INLAND,98.35,13,0,4.56,clear sky
Woodland,-122.16,38.9,488,33,3.7574,92700,1221,236,199,INLAND,97.72,28,0,3.44,clear sky
Woodland,-122,38.73,208,31,3.875,137500,371,74,84,INLAND,97.72,28,0,3.44,clear sky
Woodland,-121.95,38.65,755,19,3.3472,69800,1265,228,218,INLAND,97.72,28,0,3.44,clear sky
Woodland,-122.04,38.68,689,26,3.0486,83600,1113,222,234,INLAND,97.72,28,0,3.44,clear sky
Woodland,-122.03,38.69,939,23,2.7955,96300,1796,380,330,INLAND,97.72,28,0,3.44,clear sky
Marysville,-121.6,39.15,940,19,1.5208,70300,1396,336,309,INLAND,84.97,62,0,6.91,clear sky
Marysville,-121.59,39.15,938,5,2.0474,61300,1922,489,439,INLAND,84.97,62,0,6.91,clear sky
Marysville,-121.59,39.15,938,48,1.6652,58900,1783,399,374,INLAND,84.97,62,0,6.91,clear sky
Marysville,-121.59,39.14,804,41,1.684,71300,1492,350,353,INLAND,84.97,62,0,6.91,clear sky
Marysville,-121.58,39.15,702,34,1.4946,55500,1376,376,317,INLAND,84.97,62,0,6.91,clear sky
Marysville,-121.58,39.14,520,52,0.8928,55000,662,160,149,INLAND,84.97,62,0,6.91,clear sky
Marysville,-121.58,39.16,537,36,3.3611,79800,1206,197,204,INLAND,84.97,62,0,6.91,clear sky
Marysville,-121.57,39.16,870,21,3.725,84700,1872,302,301,INLAND,84.97,62,0,6.91,clear sky
Marysville,-121.56,39.16,2029,12,2.9647,88800,3349,642,619,INLAND,84.97,62,0,6.91,clear sky
Marysville,-121.57,39.16,914,33,2.6964,68500,2033,375,330,INLAND,84.97,62,0,6.91,clear sky
Marysville,-121.58,39.16,888,33,2.1111,68700,1897,378,385,INLAND,84.97,62,0,6.91,clear sky
Marysville,-121.58,39.15,837,38,1.9122,55500,1756,396,401,INLAND,84.97,62,0,6.91,clear sky
Marysville,-121.56,39.16,1009,35,1.5827,63000,2157,441,409,INLAND,84.97,62,0,6.91,clear sky
Marysville,-121.57,39.16,769,18,3.1029,71700,1632,367,330,INLAND,84.97,62,0,6.91,clear sky
Linda,-121.57,39.13,413,30,1.5694,57900,442,103,88,INLAND,106.02,22,0,5.75,clear sky
Linda,-121.56,39.13,1607,17,1.5085,69700,2277,608,562,INLAND,106.02,22,0,5.75,clear sky
Linda,-121.54,39.13,2707,18,1.3375,59600,4289,1021,939,INLAND,106.02,22,0,5.75,clear sky
Linda,-121.54,39.12,3265,17,2.3496,65000,4251,899,934,INLAND,106.02,22,0,5.75,clear sky
Marysville,-121.58,39.12,2017,26,1.8355,61200,2796,629,632,INLAND,84.97,62,0,6.91,clear sky
Linda,-121.57,39.12,1702,30,2.08,56600,2601,534,506,INLAND,106.02,22,0,5.75,clear sky
Olivehurst,-121.57,39.1,832,28,1.8413,62300,1442,333,286,INLAND,100.98,22,0,5.75,clear sky
Olivehurst,-121.59,39.1,768,24,1.7167,48800,1107,261,205,INLAND,100.98,22,0,5.75,clear sky
Olivehurst,-121.56,39.11,1527,18,2.3011,57500,2171,480,447,INLAND,100.98,22,0,5.75,clear sky
Olivehurst,-121.56,39.1,1195,28,1.3631,45500,2130,484,439,INLAND,100.98,22,0,5.75,clear sky
Olivehurst,-121.55,39.1,1163,27,1.2857,47000,1783,441,409,INLAND,100.98,22,0,5.75,clear sky
Olivehurst,-121.56,39.08,761,26,1.4934,48300,1377,289,267,INLAND,100.98,22,0,5.75,clear sky
Olivehurst,-121.55,39.09,1167,31,1.4958,53400,1728,365,384,INLAND,100.98,22,0,5.75,clear sky
Olivehurst,-121.54,39.08,1455,26,2.4695,58000,2276,460,474,INLAND,100.98,22,0,5.75,clear sky
Olivehurst,-121.54,39.08,724,23,2.3598,57500,1076,216,197,INLAND,100.98,22,0,5.75,clear sky
Olivehurst,-121.53,39.08,1157,15,2.0469,55100,1810,441,375,INLAND,100.98,22,0,5.75,clear sky
Olivehurst,-121.53,39.06,308,20,3.3021,70800,561,109,114,INLAND,100.98,22,0,5.75,clear sky
Olivehurst,-121.55,39.06,726,25,2.25,63400,1332,247,226,INLAND,100.98,22,0,5.75,clear sky
Olivehurst,-121.56,39.01,1023,22,2.7303,99100,1891,340,296,INLAND,100.98,22,0,5.75,clear sky
Olivehurst,-121.48,39.05,151,40,4.5625,100000,198,41,48,INLAND,100.98,22,0,5.75,clear sky
Olivehurst,-121.47,39.01,484,37,2.3661,77500,1244,247,157,INLAND,100.98,22,0,5.75,clear sky
Olivehurst,-121.44,39,457,20,2.4167,67000,755,147,157,INLAND,100.98,22,0,5.75,clear sky
Lincoln,-121.37,39.03,598,32,2.8235,65500,1158,244,227,INLAND,92.01,52,0,12.66,clear sky
Olivehurst,-121.41,39.04,731,16,3.0739,87200,1698,300,291,INLAND,100.98,22,0,5.75,clear sky
Linda,-121.52,39.12,29,37,4.125,72000,102,17,14,INLAND,106.02,22,0,5.75,clear sky
Linda,-121.43,39.18,504,36,2.1667,93800,1124,184,171,INLAND,106.02,22,0,5.75,clear sky
Linda,-121.32,39.13,169,5,3,162500,358,65,59,INLAND,106.02,22,0,5.75,clear sky
Olivehurst,-121.48,39.1,1018,19,2.5952,92400,2043,421,390,INLAND,100.98,22,0,5.75,clear sky
Linda,-121.39,39.12,6912,28,2.0943,108300,10035,1856,1818,INLAND,106.02,22,0,5.75,clear sky
Grass Valley,-121.32,39.29,1257,11,3.5673,112000,2640,505,445,INLAND,96.51,22,0,4,clear sky
