City,Longitude,Lattitude,Population,Median Age,Median Income,Median House Value,Total Rooms,Bedrooms,Households,Ocean Proximity
Santee,-116.98,32.85,3321.0,12.0,4.0882,134500.0,3570.0,713.0,666.0,<1H OCEAN
Santee,-117.01,32.83,7302.0,17.0,3.3067,121900.0,15401.0,3280.0,3176.0,<1H OCEAN
Santee,-117.01,32.84,901.0,23.0,3.1023,143300.0,1951.0,395.0,378.0,<1H OCEAN
Santee,-117.02,32.84,2263.0,17.0,5.131,148300.0,4013.0,673.0,661.0,<1H OCEAN
Santee,-116.96,32.85,5247.0,11.0,4.1716,166100.0,9724.0,1796.0,1777.0,<1H OCEAN
Santee,-116.96,32.86,1681.0,14.0,4.4347,160300.0,3064.0,496.0,503.0,<1H OCEAN
Santee,-116.96,32.87,2531.0,17.0,4.8286,158500.0,4713.0,740.0,723.0,<1H OCEAN
Santee,-116.98,32.88,4048.0,12.0,4.3952,151700.0,7320.0,1279.0,1249.0,<1H OCEAN
Santee,-116.98,32.86,1236.0,19.0,4.7717,153200.0,2121.0,341.0,353.0,<1H OCEAN
Santee,-116.98,32.86,4383.0,16.0,4.0693,146400.0,7718.0,1423.0,1394.0,<1H OCEAN
Santee,-117.0,32.87,6296.0,18.0,4.4904,150400.0,11544.0,1979.0,1923.0,<1H OCEAN
Santee,-117.01,32.85,1401.0,23.0,5.4903,151400.0,2592.0,414.0,431.0,<1H OCEAN
Santee,-117.0,32.85,950.0,24.0,5.282,140800.0,1888.0,319.0,319.0,<1H OCEAN
Santee,-116.95,32.83,6389.0,14.0,3.3081,168700.0,12517.0,2506.0,2333.0,<1H OCEAN
Lakeside,-116.93,32.85,1872.0,15.0,2.5388,119000.0,3273.0,895.0,842.0,<1H OCEAN
Lakeside,-116.93,32.85,2770.0,5.0,3.1142,150000.0,4116.0,990.0,905.0,<1H OCEAN
Lakeside,-116.94,32.85,599.0,31.0,4.7578,161000.0,1293.0,232.0,228.0,<1H OCEAN
Lakeside,-116.94,32.84,778.0,32.0,4.5278,166300.0,1607.0,253.0,262.0,<1H OCEAN
Bostonia,-116.94,32.83,872.0,38.0,3.7831,147800.0,1701.0,317.0,304.0,<1H OCEAN
Lakeside,-116.88,32.86,1527.0,9.0,5.0733,196600.0,3049.0,471.0,515.0,<1H OCEAN
Lakeside,-116.86,32.87,2630.0,17.0,5.0524,285400.0,5799.0,921.0,843.0,<1H OCEAN
Alpine,-116.84,32.86,1211.0,16.0,3.2516,202100.0,2502.0,532.0,494.0,<1H OCEAN
Lakeside,-116.89,32.85,652.0,16.0,2.8906,158300.0,1743.0,333.0,322.0,<1H OCEAN
Lakeside,-116.91,32.87,1690.0,14.0,4.3818,147100.0,3048.0,597.0,576.0,<1H OCEAN
Lakeside,-116.91,32.86,2310.0,10.0,2.5365,139500.0,3699.0,838.0,759.0,<1H OCEAN
Lakeside,-116.91,32.86,1633.0,15.0,3.6898,131000.0,3153.0,628.0,527.0,<1H OCEAN
Lakeside,-116.92,32.86,1472.0,11.0,2.3693,127000.0,2204.0,518.0,497.0,<1H OCEAN
Bostonia,-116.93,32.83,1463.0,19.0,3.944,172500.0,3038.0,529.0,509.0,<1H OCEAN
Bostonia,-116.93,32.83,684.0,21.0,2.3203,163500.0,1283.0,278.0,289.0,<1H OCEAN
Bostonia,-116.92,32.82,1278.0,17.0,2.8875,155700.0,2492.0,494.0,439.0,<1H OCEAN
Lakeside,-116.92,32.85,767.0,23.0,4.0625,145000.0,1378.0,269.0,266.0,<1H OCEAN
Lakeside,-116.92,32.84,2188.0,16.0,4.6674,178000.0,4675.0,834.0,817.0,<1H OCEAN
Bostonia,-116.92,32.82,1458.0,16.0,4.0048,184600.0,2784.0,468.0,465.0,<1H OCEAN
Lakeside,-116.91,32.85,2255.0,21.0,4.5096,159500.0,4152.0,703.0,697.0,<1H OCEAN
Lakeside,-116.89,32.85,1757.0,15.0,5.1185,185300.0,3560.0,593.0,574.0,<1H OCEAN
Lakeside,-116.9,32.84,1864.0,18.0,2.7069,153800.0,3612.0,737.0,713.0,<1H OCEAN
Bostonia,-116.89,32.82,1442.0,18.0,5.0201,154400.0,2515.0,443.0,449.0,<1H OCEAN
Lakeside,-116.9,32.84,2104.0,18.0,4.0873,146900.0,4215.0,810.0,773.0,<1H OCEAN
Bostonia,-116.91,32.82,1085.0,14.0,3.8073,170100.0,1978.0,424.0,387.0,<1H OCEAN
Lakeside,-116.96,32.9,1507.0,16.0,5.3008,186500.0,3047.0,495.0,499.0,<1H OCEAN
Lakeside,-116.94,32.89,1078.0,24.0,5.2542,227800.0,2541.0,381.0,372.0,<1H OCEAN
Lakeside,-116.94,32.87,1480.0,24.0,5.2614,177200.0,2824.0,441.0,471.0,<1H OCEAN
Lakeside,-116.93,32.87,1561.0,17.0,3.6027,211900.0,3722.0,670.0,604.0,<1H OCEAN
Lakeside,-116.9,32.9,1621.0,19.0,4.0806,189200.0,3090.0,552.0,520.0,<1H OCEAN
Lakeside,-116.84,32.92,536.0,20.0,3.1607,119300.0,1066.0,219.0,173.0,<1H OCEAN
Poway,-117.05,33.01,1439.0,19.0,4.625,211100.0,3558.0,588.0,578.0,<1H OCEAN
Poway,-117.05,33.01,1468.0,17.0,10.6186,429300.0,3430.0,425.0,433.0,<1H OCEAN
Poway,-117.04,33.01,314.0,28.0,8.4721,342300.0,922.0,107.0,97.0,<1H OCEAN
Poway,-117.03,33.0,2693.0,6.0,7.7569,387400.0,6139.0,793.0,770.0,<1H OCEAN
Poway,-117.04,32.99,4413.0,6.0,6.6012,314900.0,9518.0,1418.0,1275.0,<1H OCEAN
Poway,-117.04,32.98,640.0,16.0,6.0226,192900.0,1332.0,196.0,193.0,<1H OCEAN
Poway,-117.06,32.99,713.0,16.0,6.2683,180700.0,1306.0,196.0,222.0,<1H OCEAN
Poway,-117.05,32.97,4763.0,17.0,5.5882,194300.0,9911.0,1436.0,1414.0,<1H OCEAN
Poway,-117.05,32.96,1992.0,18.0,4.8295,165800.0,3593.0,661.0,626.0,<1H OCEAN
Poway,-117.04,32.97,3683.0,13.0,4.5746,175700.0,6711.0,1256.0,1220.0,<1H OCEAN
Poway,-117.03,32.97,1935.0,16.0,4.5625,231200.0,3936.0,694.0,659.0,<1H OCEAN
Poway,-117.03,32.96,1940.0,16.0,4.121,182100.0,3424.0,698.0,645.0,<1H OCEAN
Poway,-116.99,32.96,2748.0,17.0,4.8854,181300.0,5509.0,866.0,817.0,<1H OCEAN
Poway,-117.02,32.95,1043.0,25.0,3.7784,160100.0,1909.0,334.0,322.0,<1H OCEAN
Poway,-117.03,32.95,2456.0,19.0,4.5032,168900.0,4500.0,815.0,782.0,<1H OCEAN
Poway,-117.05,32.95,1297.0,17.0,3.9531,178600.0,3039.0,555.0,552.0,<1H OCEAN
Poway,-117.05,32.95,3013.0,17.0,3.2369,167800.0,4814.0,1091.0,1078.0,<1H OCEAN
Poway,-117.06,33.02,279.0,24.0,1.9176,121100.0,830.0,190.0,196.0,<1H OCEAN
Poway,-117.06,33.01,726.0,24.0,3.5192,159100.0,2618.0,485.0,443.0,<1H OCEAN
Poway,-117.07,33.01,588.0,25.0,3.1187,169400.0,2120.0,381.0,359.0,<1H OCEAN
Poway,-117.07,33.02,715.0,17.0,2.6048,148200.0,2863.0,665.0,467.0,<1H OCEAN
Poway,-117.06,33.04,667.0,17.0,5.7382,278000.0,1785.0,255.0,277.0,<1H OCEAN
Poway,-117.06,33.03,678.0,23.0,7.0913,265400.0,2023.0,309.0,340.0,<1H OCEAN
Poway,-117.07,33.03,2026.0,14.0,5.09,268500.0,6665.0,1231.0,1001.0,<1H OCEAN
Poway,-117.07,33.03,361.0,15.0,6.8099,328200.0,1095.0,158.0,176.0,<1H OCEAN
Poway,-117.08,33.03,818.0,10.0,4.3424,160600.0,2296.0,450.0,405.0,<1H OCEAN
Escondido,-117.07,33.04,926.0,4.0,3.6437,210100.0,2271.0,578.0,391.0,<1H OCEAN
Poway,-117.08,33.03,1283.0,15.0,3.3724,137900.0,3023.0,623.0,559.0,<1H OCEAN
Poway,-117.08,33.03,463.0,17.0,5.8747,229300.0,987.0,142.0,152.0,<1H OCEAN
Poway,-117.08,33.03,761.0,18.0,5.3074,137200.0,1339.0,284.0,290.0,<1H OCEAN
Poway,-117.09,33.03,1228.0,17.0,6.4211,220700.0,2786.0,396.0,396.0,<1H OCEAN
Escondido,-117.08,33.04,1193.0,10.0,6.53,264100.0,2577.0,347.0,365.0,<1H OCEAN
Escondido,-117.15,33.02,5613.0,4.0,7.2731,450400.0,15029.0,2279.0,1696.0,NEAR OCEAN
Poway,-117.1,32.97,2098.0,17.0,2.4459,85800.0,3167.0,861.0,828.0,<1H OCEAN
Poway,-117.1,32.96,1134.0,7.0,4.1279,167600.0,3619.0,770.0,482.0,<1H OCEAN
Escondido,-117.05,33.05,2741.0,6.0,5.6436,278600.0,7916.0,1293.0,1204.0,<1H OCEAN
Poway,-117.05,33.04,580.0,12.0,6.7769,400000.0,1840.0,254.0,234.0,<1H OCEAN
Poway,-117.05,33.03,1639.0,14.0,4.5,222200.0,5180.0,1051.0,991.0,<1H OCEAN
Poway,-117.05,33.03,32.0,16.0,4.3571,144600.0,87.0,20.0,21.0,<1H OCEAN
Poway,-117.06,33.02,994.0,17.0,5.8966,261500.0,2635.0,389.0,359.0,<1H OCEAN
Poway,-117.05,33.02,388.0,18.0,6.3517,260100.0,917.0,121.0,131.0,<1H OCEAN
Poway,-117.01,33.04,1643.0,13.0,7.7684,362300.0,4595.0,567.0,544.0,<1H OCEAN
Poway,-117.04,33.03,1083.0,16.0,6.3761,296200.0,2852.0,435.0,448.0,<1H OCEAN
Poway,-117.01,32.99,1536.0,8.0,8.4284,378300.0,3372.0,430.0,448.0,<1H OCEAN
Poway,-116.99,33.01,529.0,11.0,7.7517,500001.0,1412.0,185.0,166.0,<1H OCEAN
Poway,-117.09,32.91,802.0,9.0,6.5706,255700.0,2012.0,316.0,289.0,<1H OCEAN
Poway,-117.09,32.91,827.0,16.0,7.0546,282200.0,2005.0,266.0,270.0,<1H OCEAN
Poway,-117.09,32.9,814.0,16.0,6.2715,255100.0,1989.0,290.0,291.0,<1H OCEAN
Poway,-117.1,32.9,1047.0,16.0,5.149,184300.0,2994.0,445.0,437.0,<1H OCEAN
Poway,-117.11,32.9,705.0,16.0,4.4766,161500.0,2043.0,388.0,352.0,<1H OCEAN
Poway,-117.11,32.91,855.0,15.0,7.5992,310600.0,1840.0,235.0,241.0,<1H OCEAN
Poway,-117.08,32.91,690.0,16.0,6.5853,248400.0,1653.0,228.0,224.0,<1H OCEAN
Poway,-117.08,32.93,6600.0,5.0,6.0857,308300.0,14944.0,2490.0,2407.0,<1H OCEAN
Poway,-117.08,32.91,683.0,9.0,7.5604,327900.0,1547.0,218.0,231.0,<1H OCEAN
Poway,-117.07,33.01,1917.0,5.0,5.1998,294100.0,5870.0,977.0,842.0,<1H OCEAN
Poway,-117.06,33.01,904.0,9.0,4.4219,209200.0,2470.0,417.0,427.0,<1H OCEAN
Poway,-117.07,33.0,2211.0,4.0,4.25,281600.0,6242.0,1258.0,1116.0,<1H OCEAN
Poway,-117.07,33.0,3775.0,4.0,4.955,241500.0,9153.0,1866.0,1698.0,<1H OCEAN
Poway,-117.08,33.01,2565.0,5.0,6.1949,238700.0,5659.0,931.0,902.0,<1H OCEAN
Poway,-117.09,32.99,1037.0,16.0,5.1909,201400.0,2175.0,327.0,326.0,<1H OCEAN
Poway,-117.09,32.99,1618.0,18.0,4.6028,216800.0,3215.0,588.0,509.0,<1H OCEAN
Poway,-117.09,32.98,687.0,23.0,2.3182,268800.0,1125.0,273.0,308.0,<1H OCEAN
Poway,-117.12,32.96,1444.0,16.0,5.2463,156300.0,3050.0,559.0,512.0,<1H OCEAN
Poway,-117.11,32.97,850.0,9.0,6.0862,263600.0,1531.0,242.0,240.0,<1H OCEAN
Poway,-117.1,33.0,7417.0,5.0,5.9094,261100.0,15502.0,2613.0,2358.0,<1H OCEAN
Poway,-117.11,32.95,2223.0,11.0,4.9485,231800.0,4694.0,824.0,783.0,<1H OCEAN
Poway,-117.12,32.95,1723.0,8.0,6.3542,218100.0,3670.0,536.0,592.0,<1H OCEAN
Poway,-117.12,32.96,1526.0,15.0,6.0175,238300.0,2869.0,405.0,402.0,<1H OCEAN
Poway,-117.12,32.95,4438.0,4.0,4.988,263700.0,9018.0,1572.0,1498.0,<1H OCEAN
Poway,-117.08,32.97,7644.0,3.0,5.4584,246500.0,17466.0,3336.0,2895.0,<1H OCEAN
Poway,-117.06,32.97,2412.0,17.0,4.3548,192300.0,4754.0,877.0,832.0,<1H OCEAN
Encinitas,-117.25,33.06,4194.0,6.0,6.439,296200.0,9859.0,1448.0,1401.0,NEAR OCEAN
Encinitas,-117.25,33.05,1387.0,16.0,4.3286,213400.0,2794.0,476.0,442.0,NEAR OCEAN
Encinitas,-117.26,33.05,1057.0,14.0,6.2513,240900.0,2323.0,373.0,372.0,NEAR OCEAN
Encinitas,-117.26,33.06,1226.0,11.0,7.6832,319800.0,2660.0,352.0,366.0,NEAR OCEAN
Encinitas,-117.24,33.05,1559.0,15.0,5.3129,169200.0,3029.0,555.0,546.0,NEAR OCEAN
Encinitas,-117.24,33.05,2588.0,11.0,6.4027,344200.0,5827.0,882.0,842.0,NEAR OCEAN
San Marcos,-117.2,33.07,4496.0,5.0,5.9289,411300.0,10394.0,1617.0,1553.0,NEAR OCEAN
San Marcos,-117.16,33.06,770.0,16.0,5.8661,404500.0,1988.0,279.0,252.0,NEAR OCEAN
Solana Beach,-117.21,33.03,1020.0,20.0,11.0911,500001.0,3370.0,433.0,408.0,NEAR OCEAN
Solana Beach,-117.18,33.02,1364.0,15.0,13.6623,500001.0,3540.0,453.0,425.0,NEAR OCEAN
Solana Beach,-117.21,33.02,1032.0,26.0,10.156,500001.0,3194.0,454.0,406.0,NEAR OCEAN
Solana Beach,-117.23,33.01,1541.0,18.0,11.1118,500001.0,3961.0,511.0,470.0,NEAR OCEAN
Solana Beach,-117.26,32.97,1088.0,25.0,6.4651,500001.0,2582.0,495.0,471.0,NEAR OCEAN
Solana Beach,-117.26,32.96,710.0,36.0,10.1768,500001.0,1721.0,264.0,282.0,NEAR OCEAN
Solana Beach,-117.26,32.95,650.0,34.0,5.6582,500001.0,1651.0,273.0,271.0,NEAR OCEAN
Solana Beach,-117.26,32.95,1947.0,22.0,4.4375,500001.0,5484.0,1227.0,1012.0,NEAR OCEAN
Solana Beach,-117.3,32.96,380.0,30.0,4.2875,500001.0,1226.0,205.0,151.0,NEAR OCEAN
Solana Beach,-117.25,33.01,1454.0,16.0,7.7317,396000.0,3892.0,520.0,524.0,NEAR OCEAN
Solana Beach,-117.24,33.0,795.0,16.0,7.5975,369100.0,2512.0,356.0,353.0,NEAR OCEAN
Solana Beach,-117.23,32.99,1011.0,17.0,15.0001,500001.0,2718.0,326.0,319.0,NEAR OCEAN
Solana Beach,-117.25,32.99,1478.0,10.0,7.472,439900.0,4926.0,749.0,634.0,NEAR OCEAN
Solana Beach,-117.25,33.0,931.0,14.0,5.8393,485300.0,2518.0,458.0,414.0,NEAR OCEAN
Solana Beach,-117.26,33.0,1059.0,31.0,4.7841,393500.0,2695.0,491.0,451.0,NEAR OCEAN
Solana Beach,-117.27,33.0,1085.0,36.0,5.1523,387800.0,2426.0,454.0,420.0,NEAR OCEAN
Solana Beach,-117.31,33.0,665.0,30.0,6.8443,492500.0,1631.0,310.0,297.0,NEAR OCEAN
Solana Beach,-117.26,32.99,1532.0,16.0,2.7348,231300.0,2127.0,512.0,499.0,NEAR OCEAN
Solana Beach,-117.27,32.99,1273.0,21.0,5.5922,382100.0,3318.0,578.0,538.0,NEAR OCEAN
Solana Beach,-117.26,32.98,1690.0,12.0,4.125,226900.0,3900.0,977.0,892.0,NEAR OCEAN
Solana Beach,-117.31,32.98,849.0,17.0,4.1012,244700.0,2789.0,648.0,345.0,NEAR OCEAN
Solana Beach,-117.27,32.98,351.0,17.0,5.2742,230700.0,1853.0,392.0,208.0,NEAR OCEAN
Encinitas,-117.32,33.01,1619.0,29.0,4.125,394400.0,3584.0,712.0,667.0,NEAR OCEAN
Encinitas,-117.28,33.02,1251.0,21.0,4.2356,347700.0,2736.0,585.0,576.0,NEAR OCEAN
Encinitas,-117.27,33.02,2450.0,13.0,4.7179,376700.0,5723.0,1242.0,1140.0,NEAR OCEAN
Encinitas,-117.26,33.04,1088.0,18.0,6.3525,278300.0,2229.0,346.0,352.0,NEAR OCEAN
Encinitas,-117.26,33.04,1433.0,16.0,6.6319,269600.0,3109.0,450.0,453.0,NEAR OCEAN
Encinitas,-117.24,33.04,1412.0,13.0,3.212,147600.0,3498.0,663.0,618.0,NEAR OCEAN
Encinitas,-117.25,33.03,1319.0,6.0,6.9326,324600.0,3416.0,493.0,467.0,NEAR OCEAN
Encinitas,-117.27,33.03,1108.0,25.0,3.9826,215800.0,1787.0,311.0,311.0,NEAR OCEAN
Encinitas,-117.27,33.03,1104.0,16.0,3.5313,148700.0,2240.0,443.0,416.0,NEAR OCEAN
Solana Beach,-117.26,33.02,1724.0,9.0,6.3712,369800.0,4632.0,759.0,685.0,NEAR OCEAN
Encinitas,-117.27,33.03,1356.0,19.0,4.87,220900.0,2899.0,499.0,512.0,NEAR OCEAN
Encinitas,-117.27,33.02,928.0,21.0,5.798,286100.0,2144.0,340.0,344.0,NEAR OCEAN
Encinitas,-117.29,33.05,672.0,28.0,3.1667,300000.0,1146.0,338.0,292.0,NEAR OCEAN
Encinitas,-117.28,33.04,2471.0,12.0,3.5179,252700.0,4459.0,928.0,888.0,NEAR OCEAN
Encinitas,-117.27,33.04,1302.0,27.0,3.55,214600.0,1839.0,392.0,404.0,NEAR OCEAN
Encinitas,-117.29,33.04,1281.0,30.0,4.7333,286900.0,2750.0,555.0,520.0,NEAR OCEAN
Encinitas,-117.33,33.03,603.0,31.0,2.8611,314300.0,1171.0,321.0,267.0,NEAR OCEAN
Encinitas,-117.3,33.07,1034.0,14.0,6.4247,295100.0,2670.0,426.0,407.0,NEAR OCEAN
Encinitas,-117.29,33.08,1463.0,18.0,5.7787,346700.0,3225.0,515.0,476.0,NEAR OCEAN
Encinitas,-117.27,33.08,1335.0,7.0,6.0922,342400.0,2949.0,447.0,426.0,NEAR OCEAN
Encinitas,-117.29,33.06,1008.0,20.0,6.1509,338700.0,2110.0,335.0,325.0,NEAR OCEAN
Encinitas,-117.28,33.06,2585.0,8.0,4.0118,245800.0,4172.0,1022.0,941.0,NEAR OCEAN
Encinitas,-117.27,33.06,1612.0,7.0,3.197,367100.0,3686.0,733.0,672.0,NEAR OCEAN
Encinitas,-117.27,33.05,1371.0,15.0,2.9083,122400.0,3333.0,808.0,737.0,NEAR OCEAN
Encinitas,-117.3,33.08,1389.0,24.0,4.0,343200.0,2628.0,527.0,520.0,NEAR OCEAN
Encinitas,-117.34,33.06,815.0,17.0,4.3182,357100.0,2718.0,518.0,403.0,NEAR OCEAN
Encinitas,-117.31,33.07,948.0,21.0,3.2984,369400.0,2035.0,534.0,467.0,NEAR OCEAN
Encinitas,-117.3,33.07,2165.0,16.0,3.5585,284800.0,3147.0,765.0,690.0,NEAR OCEAN
Encinitas,-117.3,33.06,870.0,24.0,3.194,276300.0,2171.0,511.0,442.0,NEAR OCEAN
Encinitas,-117.3,33.06,1049.0,31.0,4.027,290000.0,2128.0,520.0,485.0,NEAR OCEAN
Encinitas,-117.3,33.05,775.0,34.0,3.2308,331300.0,1797.0,458.0,391.0,NEAR OCEAN
Carlsbad,-117.33,33.17,4773.0,11.0,4.0791,281300.0,10923.0,2041.0,1858.0,NEAR OCEAN
Carlsbad,-117.34,33.16,1286.0,31.0,4.5694,243700.0,2851.0,458.0,467.0,NEAR OCEAN
Carlsbad,-117.33,33.16,1533.0,29.0,4.0585,245500.0,3559.0,552.0,545.0,NEAR OCEAN
Carlsbad,-117.32,33.15,5495.0,15.0,5.4904,262100.0,13245.0,2212.0,2060.0,NEAR OCEAN
Carlsbad,-117.32,33.12,936.0,25.0,2.7717,354000.0,2670.0,527.0,461.0,NEAR OCEAN
Encinitas,-117.31,33.1,747.0,15.0,3.5341,500001.0,2392.0,446.0,421.0,NEAR OCEAN
Carlsbad,-117.29,33.13,224.0,4.0,3.9205,183000.0,617.0,105.0,105.0,NEAR OCEAN
Carlsbad,-117.31,33.11,2904.0,7.0,4.1282,188100.0,7974.0,1703.0,1550.0,NEAR OCEAN
Carlsbad,-117.29,33.12,755.0,4.0,4.7961,168800.0,1380.0,322.0,286.0,NEAR OCEAN
Encinitas,-117.29,33.1,2064.0,6.0,5.1837,259800.0,6091.0,1018.0,957.0,NEAR OCEAN
Encinitas,-117.28,33.1,1197.0,13.0,6.5338,267900.0,2644.0,422.0,399.0,NEAR OCEAN
Carlsbad,-117.35,33.17,2849.0,16.0,2.478,185600.0,4595.0,1341.0,1197.0,NEAR OCEAN
Carlsbad,-117.34,33.16,610.0,24.0,2.25,187500.0,1006.0,277.0,246.0,NEAR OCEAN
Carlsbad,-117.34,33.15,4163.0,19.0,3.0306,178500.0,5710.0,1423.0,1406.0,NEAR OCEAN
Carlsbad,-117.35,33.16,580.0,22.0,3.975,500001.0,1331.0,305.0,193.0,NEAR OCEAN
Carlsbad,-117.35,33.16,902.0,10.0,3.7891,206300.0,1684.0,515.0,449.0,NEAR OCEAN
Carlsbad,-117.34,33.15,2111.0,17.0,3.3536,283300.0,4505.0,1140.0,1062.0,NEAR OCEAN
Carlsbad,-117.36,33.18,2372.0,26.0,2.5509,181800.0,5550.0,1153.0,1058.0,NEAR OCEAN
Carlsbad,-117.36,33.18,833.0,39.0,2.8893,185400.0,1546.0,291.0,308.0,NEAR OCEAN
Carlsbad,-117.35,33.17,812.0,36.0,3.625,198000.0,1977.0,423.0,387.0,NEAR OCEAN
Carlsbad,-117.36,33.17,812.0,24.0,2.3182,500001.0,2046.0,442.0,367.0,NEAR OCEAN
Oceanside,-117.37,33.18,855.0,19.0,2.6979,266700.0,1931.0,509.0,394.0,NEAR OCEAN
Oceanside,-117.37,33.19,4729.0,23.0,1.8214,173800.0,4104.0,1274.0,1187.0,NEAR OCEAN
Oceanside,-117.37,33.19,1138.0,33.0,2.8819,208600.0,2205.0,453.0,439.0,NEAR OCEAN
Oceanside,-117.37,33.19,650.0,18.0,1.9562,192500.0,975.0,382.0,286.0,NEAR OCEAN
Oceanside,-117.37,33.19,486.0,38.0,4.1875,185000.0,861.0,213.0,204.0,NEAR OCEAN
Oceanside,-117.38,33.19,538.0,35.0,2.4583,197900.0,928.0,264.0,248.0,NEAR OCEAN
Carlsbad,-117.38,33.14,1298.0,14.0,3.209,313300.0,5039.0,1373.0,696.0,NEAR OCEAN
Oceanside,-117.38,33.19,1703.0,26.0,1.9891,500000.0,4123.0,1145.0,895.0,NEAR OCEAN
Oceanside,-117.38,33.2,1288.0,17.0,1.9386,106300.0,1877.0,581.0,426.0,NEAR OCEAN
Oceanside,-117.37,33.2,845.0,19.0,1.6318,187500.0,928.0,317.0,319.0,NEAR OCEAN
Oceanside,-117.38,33.19,359.0,17.0,1.5625,162500.0,353.0,112.0,118.0,NEAR OCEAN
Oceanside,-117.38,33.2,974.0,26.0,1.3903,184400.0,1427.0,386.0,317.0,NEAR OCEAN
Oceanside,-117.36,33.2,1190.0,19.0,1.3269,166100.0,1926.0,557.0,483.0,NEAR OCEAN
Oceanside,-117.36,33.2,1323.0,19.0,2.9539,169900.0,2129.0,562.0,525.0,NEAR OCEAN
Oceanside,-117.36,33.2,1405.0,26.0,3.2917,150800.0,2447.0,482.0,486.0,NEAR OCEAN
Oceanside,-117.35,33.2,1793.0,23.0,2.5754,169700.0,3297.0,728.0,622.0,NEAR OCEAN
Oceanside,-117.35,33.21,912.0,24.0,4.25,150300.0,1586.0,262.0,298.0,NEAR OCEAN
Oceanside,-117.34,33.21,1302.0,23.0,4.0109,145700.0,2062.0,376.0,379.0,NEAR OCEAN
Oceanside,-117.35,33.2,700.0,32.0,3.9875,142900.0,1251.0,220.0,232.0,NEAR OCEAN
Oceanside,-117.34,33.21,3015.0,12.0,2.7386,216100.0,5963.0,1372.0,1124.0,NEAR OCEAN
Oceanside,-117.35,33.19,1189.0,28.0,5.1733,198100.0,2823.0,476.0,433.0,NEAR OCEAN
Carlsbad,-117.34,33.19,1533.0,23.0,5.276,224500.0,3546.0,553.0,518.0,NEAR OCEAN
Carlsbad,-117.33,33.19,1827.0,15.0,2.9716,173600.0,3672.0,845.0,796.0,NEAR OCEAN
Carlsbad,-117.34,33.19,1654.0,19.0,5.7409,274100.0,3575.0,525.0,559.0,NEAR OCEAN
Vista,-117.29,33.24,1823.0,5.0,3.1875,153800.0,3109.0,634.0,578.0,<1H OCEAN
Vista,-117.3,33.23,1759.0,13.0,2.765,98500.0,3619.0,791.0,806.0,<1H OCEAN
Oceanside,-117.32,33.23,982.0,24.0,1.6402,169300.0,2580.0,604.0,569.0,NEAR OCEAN
Vista,-117.31,33.24,792.0,6.0,4.0469,162400.0,1580.0,288.0,265.0,<1H OCEAN
Oceanside,-117.32,33.22,1810.0,15.0,2.4375,108900.0,4784.0,1039.0,986.0,NEAR OCEAN
Oceanside,-117.33,33.22,855.0,21.0,2.7846,91200.0,2868.0,602.0,559.0,NEAR OCEAN
Oceanside,-117.32,33.22,316.0,16.0,2.7417,91700.0,1057.0,232.0,221.0,NEAR OCEAN
Oceanside,-117.33,33.21,424.0,17.0,2.2882,85800.0,1246.0,300.0,288.0,NEAR OCEAN
Vista,-117.3,33.22,6666.0,4.0,3.7568,184100.0,14960.0,2988.0,2612.0,NEAR OCEAN
Carlsbad,-117.31,33.19,8738.0,11.0,4.3762,215500.0,20944.0,3753.0,3441.0,NEAR OCEAN
Vista,-117.29,33.2,1428.0,16.0,2.4754,157300.0,2150.0,461.0,407.0,NEAR OCEAN
Carlsbad,-117.31,33.18,599.0,16.0,2.0147,87700.0,1835.0,430.0,399.0,NEAR OCEAN
Vista,-117.29,33.19,4127.0,18.0,3.0704,151600.0,6235.0,1233.0,1162.0,NEAR OCEAN
Vista,-117.28,33.2,2983.0,20.0,4.3428,152100.0,4835.0,854.0,834.0,NEAR OCEAN
Oceanside,-117.37,33.22,1435.0,35.0,3.676,125600.0,2204.0,482.0,462.0,NEAR OCEAN
Oceanside,-117.35,33.23,934.0,4.0,3.8958,189800.0,1837.0,287.0,277.0,NEAR OCEAN
Oceanside,-117.35,33.21,2051.0,18.0,2.675,117100.0,2971.0,606.0,493.0,NEAR OCEAN
Oceanside,-117.38,33.21,1514.0,31.0,2.6442,103300.0,1502.0,367.0,342.0,NEAR OCEAN
Oceanside,-117.37,33.2,1425.0,29.0,2.0272,99600.0,1315.0,311.0,306.0,NEAR OCEAN
Vista,-117.28,33.28,4049.0,13.0,3.8156,150700.0,6131.0,1040.0,940.0,<1H OCEAN
Fallbrook,-117.25,33.3,1151.0,14.0,6.3054,359000.0,2513.0,351.0,357.0,<1H OCEAN
Vista,-117.26,33.26,2582.0,9.0,4.3429,173900.0,4609.0,798.0,746.0,<1H OCEAN
Vista,-117.3,33.26,1227.0,23.0,4.1713,133800.0,1678.0,275.0,264.0,<1H OCEAN
Vista,-117.3,33.25,1456.0,22.0,3.7933,131000.0,2329.0,419.0,381.0,<1H OCEAN
Vista,-117.31,33.25,2140.0,14.0,3.125,102300.0,3483.0,764.0,687.0,<1H OCEAN
Vista,-117.31,33.25,1843.0,13.0,2.8558,97100.0,3075.0,630.0,674.0,<1H OCEAN
Oceanside,-117.32,33.25,1314.0,7.0,4.85,186900.0,2499.0,420.0,398.0,<1H OCEAN
Oceanside,-117.32,33.25,4399.0,7.0,3.6301,170900.0,8206.0,1523.0,1423.0,<1H OCEAN
