City,Longitude,latitude,Population,median_age,median_income,median_house_value,total_rooms,Bedrooms,Households,ocean_proximity,max_temp,Humidity,Cloudiness,wind_speed,Description,County,Employees,Establishments
Thousand Oaks,-118.85,34.21,691,25,4.9234,241400,1328,209,228,<1H OCEAN,97.18,58,11,5.01,few clouds,Ventura,205176,15223
Thousand Oaks,-118.85,34.21,1360,29,3.4773,206700,2195,414,401,<1H OCEAN,97.18,58,11,5.01,few clouds,Ventura,205176,15223
Thousand Oaks,-118.86,34.21,2020,26,4.1576,211800,3354,659,648,<1H OCEAN,97.18,58,11,5.01,few clouds,Ventura,205176,15223
Moorpark,-118.88,34.22,1565,22,6.2748,274800,3654,517,518,<1H OCEAN,101.3,58,0,5.99,clear sky,Ventura,205176,15223
Thousand Oaks,-118.87,34.21,1881,26,6.2935,258000,4439,616,592,<1H OCEAN,97.18,58,11,5.01,few clouds,Ventura,205176,15223
Thousand Oaks,-118.88,34.21,654,26,6.5851,300000,1590,196,199,<1H OCEAN,97.18,58,11,5.01,few clouds,Ventura,205176,15223
Thousand Oaks,-118.87,34.2,775,26,7.001,286800,1924,245,244,<1H OCEAN,97.18,58,11,5.01,few clouds,Ventura,205176,15223
Thousand Oaks,-118.88,34.2,1938,23,7.3409,316000,4862,597,594,<1H OCEAN,97.18,58,11,5.01,few clouds,Ventura,205176,15223
Thousand Oaks,-118.88,34.19,842,26,7.7889,309900,2296,275,263,<1H OCEAN,97.18,58,11,5.01,few clouds,Ventura,205176,15223
Thousand Oaks,-118.86,34.2,1199,32,4.125,264600,2399,384,390,<1H OCEAN,97.18,58,11,5.01,few clouds,Ventura,205176,15223
Thousand Oaks,-118.86,34.19,1474,26,6.1949,243500,3135,480,458,<1H OCEAN,97.18,58,11,5.01,few clouds,Ventura,205176,15223
Thousand Oaks,-118.87,34.19,1338,23,5.5224,240700,2179,423,406,<1H OCEAN,97.18,58,11,5.01,few clouds,Ventura,205176,15223
Thousand Oaks,-118.88,34.19,3232,16,3.3703,228700,7268,1729,1653,<1H OCEAN,97.18,58,11,5.01,few clouds,Ventura,205176,15223
Thousand Oaks,-118.87,34.18,3188,21,3.4676,212800,5661,1369,1308,<1H OCEAN,97.18,58,11,5.01,few clouds,Ventura,205176,15223
Thousand Oaks,-118.85,34.18,3089,11,3.5504,173800,5873,1455,1365,<1H OCEAN,97.18,58,11,5.01,few clouds,Ventura,205176,15223
Thousand Oaks,-118.84,34.17,1877,16,3.2176,187500,3449,820,816,<1H OCEAN,97.18,58,11,5.01,few clouds,Ventura,205176,15223
Thousand Oaks,-118.85,34.2,848,28,6.7612,323700,2040,297,280,<1H OCEAN,97.18,58,11,5.01,few clouds,Ventura,205176,15223
Thousand Oaks,-118.86,34.19,586,29,6.5474,422900,1326,185,187,<1H OCEAN,97.18,58,11,5.01,few clouds,Ventura,205176,15223
Thousand Oaks,-118.86,34.19,736,27,6.7805,392900,1931,261,244,<1H OCEAN,97.18,58,11,5.01,few clouds,Ventura,205176,15223
Thousand Oaks,-118.85,34.19,967,27,6.5162,349400,2287,320,321,<1H OCEAN,97.18,58,11,5.01,few clouds,Ventura,205176,15223
Thousand Oaks,-118.83,34.18,2050,23,6.3586,348300,5647,786,738,<1H OCEAN,97.18,58,11,5.01,few clouds,Ventura,205176,15223
Thousand Oaks,-118.83,34.17,1917,17,8.1397,353900,4668,628,624,<1H OCEAN,97.18,58,11,5.01,few clouds,Ventura,205176,15223
Thousand Oaks,-118.9,34.14,576,35,5.1457,500001,1503,263,216,<1H OCEAN,97.18,58,11,5.01,few clouds,Ventura,205176,15223
Camarillo,-119,34.08,578,17,5.4346,428600,1822,438,291,NEAR OCEAN,99.73,70,0,10.36,clear sky,Ventura,205176,15223
Agoura Hills,-118.75,34.18,6187,4,6.6122,357600,16704,2704,2207,NEAR OCEAN,94.77,55,11,8.34,few clouds,Los Angeles,3847918,219625
Agoura Hills,-118.75,34.17,2703,18,6.8075,325900,6217,858,834,NEAR OCEAN,94.77,55,11,8.34,few clouds,Los Angeles,3847918,219625
Thousand Oaks,-118.8,34.19,5495,4,8.6499,500001,15572,2222,2152,<1H OCEAN,97.18,58,11,5.01,few clouds,Ventura,205176,15223
Thousand Oaks,-118.83,34.23,3385,6,8.7288,425800,8803,1114,1010,<1H OCEAN,97.18,58,11,5.01,few clouds,Ventura,205176,15223
Thousand Oaks,-118.84,34.22,1418,11,7.5118,361900,3170,420,432,<1H OCEAN,97.18,58,11,5.01,few clouds,Ventura,205176,15223
Thousand Oaks,-118.84,34.21,2537,16,5.2361,224700,4975,949,971,<1H OCEAN,97.18,58,11,5.01,few clouds,Ventura,205176,15223
Thousand Oaks,-118.8,34.21,661,16,6.2893,282700,1466,196,209,<1H OCEAN,97.18,58,11,5.01,few clouds,Ventura,205176,15223
Simi Valley,-118.74,34.25,960,25,5.4243,214700,1815,281,284,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.74,34.26,2347,22,5.4091,222400,4337,673,636,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.7,34.24,1011,28,4.504,204300,2405,462,378,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.81,34.25,3950,4,5.716,320800,9147,1827,1661,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.79,34.26,761,17,7.2137,401900,1986,249,241,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.8,34.27,1577,12,4.6985,264100,3330,600,584,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.77,34.24,6700,6,6.4963,308100,16222,2309,2080,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.78,34.26,1834,24,6.0487,254500,4072,582,565,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.78,34.25,833,13,7.7785,404700,1841,237,231,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Moorpark,-118.85,34.27,130,50,3.3438,500001,187,33,35,<1H OCEAN,101.3,58,0,5.99,clear sky,Ventura,205176,15223
Moorpark,-118.9,34.3,3188,13,5.5925,208600,5591,1013,971,<1H OCEAN,101.3,58,0,5.99,clear sky,Ventura,205176,15223
Moorpark,-118.83,34.33,3196,6,5.4493,242600,6679,1164,1157,<1H OCEAN,101.3,58,0,5.99,clear sky,Ventura,205176,15223
Moorpark,-118.89,34.29,1334,28,3.4375,194100,1545,371,318,<1H OCEAN,101.3,58,0,5.99,clear sky,Ventura,205176,15223
Moorpark,-118.89,34.33,265,23,3.125,375000,366,62,66,<1H OCEAN,101.3,58,0,5.99,clear sky,Ventura,205176,15223
Moorpark,-118.89,34.28,678,30,5.8133,195700,917,157,171,<1H OCEAN,101.3,58,0,5.99,clear sky,Ventura,205176,15223
Moorpark,-118.88,34.28,2751,22,4.0474,182100,3369,771,710,<1H OCEAN,101.3,58,0,5.99,clear sky,Ventura,205176,15223
Moorpark,-118.91,34.28,3246,6,5.2206,280200,6106,1134,1062,<1H OCEAN,101.3,58,0,5.99,clear sky,Ventura,205176,15223
Moorpark,-118.9,34.26,11956,5,6.9712,321300,25187,3521,3478,<1H OCEAN,101.3,58,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.81,34.28,1882,20,4.1607,196800,3678,684,694,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.78,34.27,1798,20,3.6761,170900,2743,685,613,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.79,34.27,595,27,4.5833,198500,1146,189,197,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.77,34.27,1816,7,2.7137,196400,3074,794,654,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.77,34.27,1053,10,4.7574,209900,1658,310,333,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.77,34.28,2180,6,4.5458,208200,4685,965,909,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.77,34.28,1024,27,5.1074,185200,1416,251,268,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.77,34.28,1915,26,5.3681,187700,2873,480,475,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.75,34.28,1665,22,6.2059,239900,3844,537,492,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.76,34.28,1114,21,5.8578,266300,2786,342,322,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.75,34.27,1629,20,5.8096,264400,3495,449,428,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.75,34.28,928,27,4.6908,186600,1452,251,259,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.75,34.27,690,26,5.1698,188000,966,191,191,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.75,34.27,1567,24,5.5983,233300,3241,461,446,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.75,34.27,1717,25,6.1253,225000,3371,502,506,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.71,34.27,719,26,3.163,179400,990,223,232,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.73,34.27,2301,23,4.556,205300,4550,762,744,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.74,34.27,1488,23,4.18,215000,2493,522,505,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.77,34.26,1825,26,5.6385,196900,3038,468,468,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.76,34.26,962,26,4.5673,190400,1750,284,278,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.76,34.26,1067,26,5.4038,222100,1929,293,320,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.75,34.26,1040,26,5.4787,198100,1767,265,250,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.75,34.26,1325,24,5.4604,193400,2234,373,383,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.74,34.26,1798,27,4.8717,204100,3467,545,493,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.74,34.28,1974,21,5.9024,221000,4056,637,634,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.73,34.27,1699,25,5.653,225800,3409,493,484,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.71,34.28,1773,27,4.6528,186600,2911,562,580,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.7,34.28,1200,25,4.7083,196100,2377,491,439,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.7,34.28,467,27,3.7188,250000,727,136,144,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.72,34.28,1392,17,5.4459,223900,2654,478,451,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.72,34.28,1283,18,5.5955,217700,2229,371,379,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.67,34.28,2133,21,5.6949,235300,4059,598,634,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.68,34.28,3199,17,5.0962,238000,6488,1102,1070,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Watsonville,-121.79,36.85,705,28,2.7321,150000,1049,235,208,NEAR OCEAN,89.04,63,0,6.91,clear sky,Santa Cruz,72596,6684
Watsonville,-121.77,36.87,266,37,3.3472,293800,424,65,64,NEAR OCEAN,89.04,63,0,6.91,clear sky,Santa Cruz,72596,6684
Watsonville,-121.73,36.9,3074,23,2.5195,136900,2392,721,718,<1H OCEAN,89.04,63,0,6.91,clear sky,Santa Cruz,72596,6684
Watsonville,-121.71,36.9,1103,16,4.6125,253800,1680,285,275,<1H OCEAN,89.04,63,0,6.91,clear sky,Santa Cruz,72596,6684
Watsonville,-121.68,36.9,405,13,5.2729,322900,833,130,127,<1H OCEAN,89.04,63,0,6.91,clear sky,Santa Cruz,72596,6684
Watsonville,-121.66,36.89,1531,15,5.5148,253500,2608,458,457,<1H OCEAN,89.04,63,0,6.91,clear sky,Santa Cruz,72596,6684
Watsonville,-121.76,36.83,1017,28,3.6693,211000,1445,268,284,<1H OCEAN,89.04,63,0,6.91,clear sky,Santa Cruz,72596,6684
Watsonville,-121.73,36.86,703,28,4.4271,175700,827,178,144,<1H OCEAN,89.04,63,0,6.91,clear sky,Santa Cruz,72596,6684
Watsonville,-121.71,36.88,2332,19,3.7766,177000,2528,554,492,<1H OCEAN,89.04,63,0,6.91,clear sky,Santa Cruz,72596,6684
Watsonville,-121.73,36.85,887,22,3.6607,206300,1304,278,227,<1H OCEAN,89.04,63,0,6.91,clear sky,Santa Cruz,72596,6684
Watsonville,-121.7,36.84,1551,19,4.9107,231900,2511,465,450,<1H OCEAN,89.04,63,0,6.91,clear sky,Santa Cruz,72596,6684
Watsonville,-121.65,36.85,1361,20,4.5787,245100,2606,424,426,<1H OCEAN,89.04,63,0,6.91,clear sky,Santa Cruz,72596,6684
Watsonville,-121.74,36.79,1799,16,4.3814,245300,3841,620,611,<1H OCEAN,89.04,63,0,6.91,clear sky,Santa Cruz,72596,6684
Watsonville,-121.72,36.81,1078,18,3.2969,229900,1984,379,359,<1H OCEAN,89.04,63,0,6.91,clear sky,Santa Cruz,72596,6684
Watsonville,-121.69,36.81,1454,18,4.5272,221000,2837,522,458,<1H OCEAN,89.04,63,0,6.91,clear sky,Santa Cruz,72596,6684
Watsonville,-121.66,36.82,1895,17,5.0092,238700,3921,654,641,<1H OCEAN,89.04,63,0,6.91,clear sky,Santa Cruz,72596,6684
Simi Valley,-118.67,34.3,2440,5,7.9013,393000,6123,825,736,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.68,34.28,3188,5,4.7034,223000,6150,1265,1266,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.68,34.27,2476,16,4.0568,225200,4637,941,878,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.68,34.27,817,26,5.477,209100,1561,212,242,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.67,34.27,1390,15,3.5313,191800,3221,659,607,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.67,34.27,1859,10,4.9946,204600,3753,678,660,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.71,34.29,1203,24,6.3236,302000,2983,406,381,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.71,34.29,1432,21,5.2067,221200,2751,493,483,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.7,34.28,1837,27,4.4964,238300,3536,646,580,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.7,34.3,1284,23,6.1383,244100,2831,406,393,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.7,34.29,862,25,6.1834,229800,1678,252,268,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.71,34.3,978,23,6.3199,236700,1983,280,287,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.7,34.3,756,27,6.1825,227000,1527,220,226,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.71,34.3,699,20,6.5483,335000,1586,187,209,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.68,34.33,67,45,2.9821,325000,121,25,27,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.75,34.33,243,27,8.2787,330000,534,85,77,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.73,34.29,2526,11,7.355,343900,5451,736,752,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.72,34.29,1595,22,6.0368,248000,3266,529,494,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Simi Valley,-118.73,34.29,2510,8,6.9454,276500,4983,754,725,<1H OCEAN,97.65,52,0,5.99,clear sky,Ventura,205176,15223
Marysville,-121.6,39.15,940,19,1.5208,70300,1396,336,309,INLAND,84.97,62,0,6.91,clear sky,Yuba,8842,923
Marysville,-121.59,39.15,938,5,2.0474,61300,1922,489,439,INLAND,84.97,62,0,6.91,clear sky,Yuba,8842,923
Marysville,-121.59,39.15,938,48,1.6652,58900,1783,399,374,INLAND,84.97,62,0,6.91,clear sky,Yuba,8842,923
Marysville,-121.59,39.14,804,41,1.684,71300,1492,350,353,INLAND,84.97,62,0,6.91,clear sky,Yuba,8842,923
Marysville,-121.58,39.15,702,34,1.4946,55500,1376,376,317,INLAND,84.97,62,0,6.91,clear sky,Yuba,8842,923
Marysville,-121.58,39.14,520,52,0.8928,55000,662,160,149,INLAND,84.97,62,0,6.91,clear sky,Yuba,8842,923
Marysville,-121.58,39.16,537,36,3.3611,79800,1206,197,204,INLAND,84.97,62,0,6.91,clear sky,Yuba,8842,923
Marysville,-121.57,39.16,870,21,3.725,84700,1872,302,301,INLAND,84.97,62,0,6.91,clear sky,Yuba,8842,923
Marysville,-121.56,39.16,2029,12,2.9647,88800,3349,642,619,INLAND,84.97,62,0,6.91,clear sky,Yuba,8842,923
Marysville,-121.57,39.16,914,33,2.6964,68500,2033,375,330,INLAND,84.97,62,0,6.91,clear sky,Yuba,8842,923
Marysville,-121.58,39.16,888,33,2.1111,68700,1897,378,385,INLAND,84.97,62,0,6.91,clear sky,Yuba,8842,923
Marysville,-121.58,39.15,837,38,1.9122,55500,1756,396,401,INLAND,84.97,62,0,6.91,clear sky,Yuba,8842,923
Marysville,-121.56,39.16,1009,35,1.5827,63000,2157,441,409,INLAND,84.97,62,0,6.91,clear sky,Yuba,8842,923
Marysville,-121.57,39.16,769,18,3.1029,71700,1632,367,330,INLAND,84.97,62,0,6.91,clear sky,Yuba,8842,923
Marysville,-121.58,39.12,2017,26,1.8355,61200,2796,629,632,INLAND,84.97,62,0,6.91,clear sky,Yuba,8842,923
Lincoln,-121.37,39.03,598,32,2.8235,65500,1158,244,227,INLAND,92.01,52,0,12.66,clear sky,Placer,53443,5537
Grass Valley,-121.32,39.29,1257,11,3.5673,112000,2640,505,445,INLAND,96.51,22,0,4,clear sky,Nevada,18897,2586
Oroville,-121.4,39.33,1200,15,3.5179,107200,2655,493,432,INLAND,99.86,20,0,4.61,clear sky,Butte,45746,4613
Marysville,-121.56,39.27,1041,28,3.7125,116800,2332,395,344,INLAND,84.97,62,0,6.91,clear sky,Yuba,8842,923
Grass Valley,-121.09,39.48,845,25,1.5603,78100,1665,374,330,INLAND,96.51,22,0,4,clear sky,Nevada,18897,2586
Grass Valley,-121.21,39.49,356,18,2.5568,77100,697,150,114,INLAND,96.51,22,0,4,clear sky,Nevada,18897,2586
Grass Valley,-121.22,39.43,1007,17,1.7,92300,2254,485,433,INLAND,96.51,22,0,4,clear sky,Nevada,18897,2586
Oroville,-121.32,39.43,741,18,1.8672,84700,1860,409,349,INLAND,99.86,20,0,4.61,clear sky,Butte,45746,4613
Grass Valley,-121.24,39.37,1387,16,2.3886,89400,2785,616,530,INLAND,96.51,22,0,4,clear sky,Nevada,18897,2586
Napa,-122.29,38.3,89,52,1.0096,162500,144,54,48,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.29,38.3,315,52,1.8287,146900,935,224,207,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.3,38.3,524,21,2.7619,154600,1108,269,274,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.3,38.3,450,52,3.3542,154600,1128,207,197,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.29,38.3,847,52,1.6691,183300,1219,288,283,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.28,38.29,1112,23,2.2366,140200,1398,388,406,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.29,38.29,1670,52,2.4398,163100,3217,742,671,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.3,38.29,1219,48,2.9643,154000,2278,477,453,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.3,38.29,744,40,2.6518,156100,1739,318,312,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.29,38.28,1272,38,3.6083,134200,2308,425,406,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.26,38.29,482,10,6.5799,218100,969,160,180,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.27,38.29,678,36,2.8409,153000,1446,306,295,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.28,38.3,245,23,2.0134,142500,526,152,130,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.28,38.29,139,19,1.9875,325000,531,112,80,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.27,38.29,2088,20,3.3021,152700,3870,795,774,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.26,38.28,1462,24,4.5,158300,2831,502,503,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.27,38.28,766,37,2.6618,136200,1170,303,302,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.26,38.31,1776,33,5.2444,281100,4518,704,669,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.27,38.32,545,31,1.9946,206800,1267,319,297,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.27,38.31,1373,44,2.9054,155200,3030,589,582,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.28,38.32,2293,12,3.4543,194500,4609,1005,960,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.29,38.32,2317,23,2.7667,153200,4312,993,934,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.3,38.32,1045,20,2.5035,153200,2063,486,460,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.3,38.31,1162,34,3.455,137500,1797,395,407,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.29,38.31,2756,25,2.7325,162900,4927,1005,998,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.28,38.31,48,52,1.76,166700,58,18,22,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.29,38.31,1635,45,2.2721,139800,3075,754,723,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.3,38.3,1922,44,2.6346,139800,3690,809,736,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.31,38.34,1827,19,4.5293,210400,4187,684,605,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.31,38.33,1051,21,3.6042,183300,1922,344,342,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.3,38.33,2043,15,4.1862,183600,4741,956,856,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.31,38.33,956,26,4.0132,174700,2155,339,365,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.31,38.32,1235,33,3.7045,161500,2463,421,465,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.32,38.33,370,17,5.0877,209300,851,118,123,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.33,38.33,1303,15,5.3017,202600,3193,468,426,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.32,38.32,1221,19,5.8002,238700,2922,417,442,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.32,38.32,1478,22,4.0878,164400,2483,528,492,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.31,38.32,2074,35,3.285,138100,3997,762,703,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.32,38.32,1439,26,5,175200,2710,498,484,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.33,38.31,2768,14,6.1953,258900,6778,947,1014,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.31,38.3,1641,25,3.9,187300,3883,740,676,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.31,38.31,1172,32,3.8796,175500,2577,458,447,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.31,38.3,1789,45,3.6039,126000,3023,659,657,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.32,38.29,834,21,2.3787,177900,1607,356,352,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.33,38.29,1577,14,5.3351,269900,3541,499,459,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.3,38.29,1113,20,2.4728,139700,1789,434,398,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.3,38.29,1021,25,3.0404,142100,1701,427,399,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.3,38.28,944,31,3.3977,158700,1633,316,300,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.31,38.27,783,34,4.3585,194400,1748,284,303,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.3,38.27,455,4,3.6389,130200,1051,263,248,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.3,38.25,1476,18,3.7188,163400,3548,880,699,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.21,38.28,555,35,4.4861,269300,1273,210,181,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Napa,-122.24,38.25,91,33,4.9167,187500,213,36,33,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
Sonoma,-122.39,38.37,403,33,6.8,240800,1066,191,163,<1H OCEAN,104.9,47,0,9.22,clear sky,Sonoma,130521,11990
Napa,-122.37,38.33,764,29,4.825,195100,1868,291,284,NEAR BAY,99.55,18,0,5.79,clear sky,Napa,35943,3249
